Organisation,PickupDate,DropoffDate,PassengerCount,PickupLongitude,PickupLatitude,DropoffLongitude,DropoffLatitude,JourneyDuration,id,name,type,changedOn,changedById,changedByName,deleted,Driver,Vehicle
1985651c-f63f-4bd0-9ebf-888f46376c66,23/06/2016 23:00,23/06/2016 23:04,1,-73.98806763,40.72808075,-73.98075104,40.72146988,277,fe4dc83b-3adc-7203-7a9b-07d74dd21842,,Journey,30/09/2018,,,FALSE,7fb4a13b-6d4f-4955-b09e-dc1ef1757e60,7fb4a13b-6d4f-4955-b09e-dc1ef1757e60
1985651c-f63f-4bd0-9ebf-888f46376c66,27/05/2016 14:26,27/05/2016 14:46,2,-73.97812653,40.75834274,-73.99224854,40.73054123,1189,14398dbb-9d1e-580d-5449-98ab8300549d,,Journey,30/09/2018,,,FALSE,7fb4a13b-6d4f-4955-b09e-dc1ef1757e60,7fb4a13b-6d4f-4955-b09e-dc1ef1757e60
1985651c-f63f-4bd0-9ebf-888f46376c66,10/05/2016 16:14,10/05/2016 16:40,1,-73.97776794,40.77407837,-73.94714355,40.77599335,1523,94bba8bb-827b-0081-1143-082cabf54026,,Journey,30/09/2018,,,FALSE,7fb4a13b-6d4f-4955-b09e-dc1ef1757e60,7fb4a13b-6d4f-4955-b09e-dc1ef1757e60
1985651c-f63f-4bd0-9ebf-888f46376c66,21/04/2016 21:28,21/04/2016 21:52,2,-73.98854828,40.74597931,-73.97088623,40.79338455,1450,90b1d6b2-7a3c-a2d1-68c1-0eee90816739,,Journey,30/09/2018,,,FALSE,7fb4a13b-6d4f-4955-b09e-dc1ef1757e60,7fb4a13b-6d4f-4955-b09e-dc1ef1757e60
7fb4a13b-6d4f-4955-b09e-dc1ef1757e60,14/04/2016 13:27,14/04/2016 13:46,2,-73.97472382,40.75113678,-73.95444489,40.76411819,1102,407863c2-54a6-7131-024f-4cf3697342e7,,Journey,30/09/2018,,,FALSE,7fb4a13b-6d4f-4955-b09e-dc1ef1757e60,7fb4a13b-6d4f-4955-b09e-dc1ef1757e60
1985651c-f63f-4bd0-9ebf-888f46376c66,14/03/2016 14:05,14/03/2016 14:28,1,-73.97509003,40.75876617,-73.95320129,40.76506805,1346,dfba960e-3a2a-902a-62f0-a2654eb99140,,Journey,30/09/2018,,,FALSE,7fb4a13b-6d4f-4955-b09e-dc1ef1757e60,7fb4a13b-6d4f-4955-b09e-dc1ef1757e60
1985651c-f63f-4bd0-9ebf-888f46376c66,19/03/2016 01:12,19/03/2016 01:18,1,-73.97647095,40.73978043,-73.98066711,40.72996521,363,d028c1ea-6010-986c-639c-4247631a3d1a,,Journey,30/09/2018,,,FALSE,7fb4a13b-6d4f-4955-b09e-dc1ef1757e60,7fb4a13b-6d4f-4955-b09e-dc1ef1757e60
7fb4a13b-6d4f-4955-b09e-dc1ef1757e60,12/02/2016 07:41,12/02/2016 07:51,1,-73.97964478,40.73963165,-73.99472809,40.72349548,559,59b78c08-1718-720b-0dbc-a70e51e997e0,,Journey,30/09/2018,,,FALSE,7fb4a13b-6d4f-4955-b09e-dc1ef1757e60,7fb4a13b-6d4f-4955-b09e-dc1ef1757e60
7fb4a13b-6d4f-4955-b09e-dc1ef1757e60,13/06/2016 15:52,13/06/2016 16:16,1,-74.0163269,40.70499039,-73.98210907,40.77375031,1478,6875ede4-7882-91b9-711b-9bab7f548b4f,,Journey,30/09/2018,,,FALSE,7fb4a13b-6d4f-4955-b09e-dc1ef1757e60,7fb4a13b-6d4f-4955-b09e-dc1ef1757e60
1985651c-f63f-4bd0-9ebf-888f46376c66,03/01/2016 16:59,03/01/2016 17:04,1,-73.98513794,40.73219299,-73.98963928,40.72087479,348,5993d9bb-2f1b-50c7-428d-4133d4203d6b,,Journey,30/09/2018,,,FALSE,7fb4a13b-6d4f-4955-b09e-dc1ef1757e60,7fb4a13b-6d4f-4955-b09e-dc1ef1757e60
7fb4a13b-6d4f-4955-b09e-dc1ef1757e60,26/02/2016 08:37,26/02/2016 08:43,1,-73.98165894,40.77897263,-73.96981049,40.79212952,375,9f990745-1498-31bf-3443-a90b8de71590,,Journey,30/09/2018,,,FALSE,7fb4a13b-6d4f-4955-b09e-dc1ef1757e60,7fb4a13b-6d4f-4955-b09e-dc1ef1757e60
1985651c-f63f-4bd0-9ebf-888f46376c66,18/05/2016 21:50,18/05/2016 22:10,3,-73.96616364,40.76691437,-73.99217987,40.72581863,1217,bb303cb1-3861-750e-72b4-f969f367a6d7,,Journey,30/09/2018,,,FALSE,7fb4a13b-6d4f-4955-b09e-dc1ef1757e60,7fb4a13b-6d4f-4955-b09e-dc1ef1757e60
1985651c-f63f-4bd0-9ebf-888f46376c66,10/04/2016 19:11,10/04/2016 19:25,1,-73.96546936,40.76584625,-73.96095276,40.79692841,876,29289f4a-0b8d-5e7e-253f-e90932e533e4,,Journey,30/09/2018,,,FALSE,7fb4a13b-6d4f-4955-b09e-dc1ef1757e60,7fb4a13b-6d4f-4955-b09e-dc1ef1757e60
7fb4a13b-6d4f-4955-b09e-dc1ef1757e60,19/01/2016 23:19,19/01/2016 23:44,1,-73.99681854,40.75286102,-73.80900574,40.81687546,1557,4973da01-8329-3427-054b-b0ac68d607dc,,Journey,30/09/2018,,,FALSE,7fb4a13b-6d4f-4955-b09e-dc1ef1757e60,7fb4a13b-6d4f-4955-b09e-dc1ef1757e60
1985651c-f63f-4bd0-9ebf-888f46376c66,07/05/2016 13:18,07/05/2016 13:46,1,-73.97725677,40.77424622,-73.99001312,40.73265457,1647,43259298-15cf-1a83-9147-281ccf4686be,,Journey,30/09/2018,,,FALSE,7fb4a13b-6d4f-4955-b09e-dc1ef1757e60,7fb4a13b-6d4f-4955-b09e-dc1ef1757e60
7fb4a13b-6d4f-4955-b09e-dc1ef1757e60,15/02/2016 09:25,15/02/2016 09:35,6,-73.97775269,40.75463104,-74.00167847,40.75642014,634,bd0f8dfa-8f53-8b8e-1ebc-dff5e31061d6,,Journey,30/09/2018,,,FALSE,7fb4a13b-6d4f-4955-b09e-dc1ef1757e60,7fb4a13b-6d4f-4955-b09e-dc1ef1757e60
1985651c-f63f-4bd0-9ebf-888f46376c66,13/04/2016 14:24,13/04/2016 14:30,1,-73.96872711,40.78643799,-73.960495,40.77815247,365,d2314d1c-39c7-503e-371b-d01f369f0810,,Journey,30/09/2018,,,FALSE,7fb4a13b-6d4f-4955-b09e-dc1ef1757e60,7fb4a13b-6d4f-4955-b09e-dc1ef1757e60
7fb4a13b-6d4f-4955-b09e-dc1ef1757e60,15/05/2016 09:42,15/05/2016 09:56,1,-73.93488312,40.80101013,-73.98300171,40.72256851,819,4834878d-5bb9-0df0-48bf-43b86f6c0e18,,Journey,30/09/2018,,,FALSE,7fb4a13b-6d4f-4955-b09e-dc1ef1757e60,7fb4a13b-6d4f-4955-b09e-dc1ef1757e60
7fb4a13b-6d4f-4955-b09e-dc1ef1757e60,19/04/2016 11:29,19/04/2016 12:27,3,-73.79289246,40.65787888,-73.80918884,40.69018173,3528,0d3c6476-4e24-9d41-3486-e7c9698142d9,,Journey,30/09/2018,,,FALSE,7fb4a13b-6d4f-4955-b09e-dc1ef1757e60,7fb4a13b-6d4f-4955-b09e-dc1ef1757e60
7fb4a13b-6d4f-4955-b09e-dc1ef1757e60,02/01/2016 15:41,02/01/2016 16:01,2,-73.98233795,40.76280975,-73.98285675,40.7487793,1228,855745a5-50f5-29de-163c-073a4c614270,,Journey,30/09/2018,,,FALSE,7fb4a13b-6d4f-4955-b09e-dc1ef1757e60,7fb4a13b-6d4f-4955-b09e-dc1ef1757e60
1985651c-f63f-4bd0-9ebf-888f46376c66,22/04/2016 11:28,22/04/2016 12:11,1,-73.99485016,40.71878052,-73.9834137,40.7588501,2607,441fa716-716b-5031-6eaa-b7fc805716f5,,Journey,30/09/2018,,,FALSE,7fb4a13b-6d4f-4955-b09e-dc1ef1757e60,7fb4a13b-6d4f-4955-b09e-dc1ef1757e60
1985651c-f63f-4bd0-9ebf-888f46376c66,14/03/2016 15:04,14/03/2016 15:16,1,-73.99448395,40.74508667,-73.99899292,40.72270966,695,d295c51a-71e0-44cb-0c50-88e088073947,,Journey,30/09/2018,,,FALSE,7fb4a13b-6d4f-4955-b09e-dc1ef1757e60,7fb4a13b-6d4f-4955-b09e-dc1ef1757e60
1985651c-f63f-4bd0-9ebf-888f46376c66,19/03/2016 17:41,19/03/2016 17:48,1,-73.95342255,40.76765823,-73.98031616,40.73778152,472,a30d5378-2f74-8515-76c1-561185fb95f7,,Journey,30/09/2018,,,FALSE,7fb4a13b-6d4f-4955-b09e-dc1ef1757e60,7fb4a13b-6d4f-4955-b09e-dc1ef1757e60
1985651c-f63f-4bd0-9ebf-888f46376c66,29/02/2016 02:46,29/02/2016 02:55,1,-73.95185089,40.71406937,-73.9679718,40.6887207,526,6bc4b861-0cb5-8a82-7558-a52974af20c5,,Journey,30/09/2018,,,FALSE,7fb4a13b-6d4f-4955-b09e-dc1ef1757e60,7fb4a13b-6d4f-4955-b09e-dc1ef1757e60
7fb4a13b-6d4f-4955-b09e-dc1ef1757e60,07/01/2016 17:01,07/01/2016 17:13,4,-73.9769516,40.75202179,-74.00121307,40.75161362,721,3d2ffb59-9a04-7185-7ec6-03e613476d90,,Journey,30/09/2018,,,FALSE,7fb4a13b-6d4f-4955-b09e-dc1ef1757e60,7fb4a13b-6d4f-4955-b09e-dc1ef1757e60
1985651c-f63f-4bd0-9ebf-888f46376c66,13/05/2016 12:32,13/05/2016 12:40,1,-74.00180054,40.72613525,-74.00715637,40.74080658,512,37e4e662-7feb-5e6a-5b30-2e745ab69d50,,Journey,30/09/2018,,,FALSE,7fb4a13b-6d4f-4955-b09e-dc1ef1757e60,7fb4a13b-6d4f-4955-b09e-dc1ef1757e60
1985651c-f63f-4bd0-9ebf-888f46376c66,24/05/2016 12:16,24/05/2016 12:28,1,-73.99409485,40.7615509,-73.9806366,40.78963852,720,3ba51440-2dbf-1171-94ac-e11814647bfc,,Journey,30/09/2018,,,FALSE,7fb4a13b-6d4f-4955-b09e-dc1ef1757e60,7fb4a13b-6d4f-4955-b09e-dc1ef1757e60
1985651c-f63f-4bd0-9ebf-888f46376c66,10/04/2016 16:07,10/04/2016 16:10,1,-74.00632477,40.73339081,-74.00000763,40.74325562,174,1b43072e-81f4-2763-9edf-528b0d295844,,Journey,30/09/2018,,,FALSE,7fb4a13b-6d4f-4955-b09e-dc1ef1757e60,7fb4a13b-6d4f-4955-b09e-dc1ef1757e60
7fb4a13b-6d4f-4955-b09e-dc1ef1757e60,21/05/2016 17:38,21/05/2016 17:46,1,-74.00257111,40.73931122,-73.99188232,40.74499893,478,5c4f3a18-069b-8a8f-34b6-dd50b355989f,,Journey,30/09/2018,,,FALSE,7fb4a13b-6d4f-4955-b09e-dc1ef1757e60,7fb4a13b-6d4f-4955-b09e-dc1ef1757e60
7fb4a13b-6d4f-4955-b09e-dc1ef1757e60,29/02/2016 11:22,29/02/2016 11:35,1,-73.94830322,40.77443695,-73.96370697,40.75548553,788,b1df0920-073a-a252-2f1b-90302ea149ba,,Journey,30/09/2018,,,FALSE,7fb4a13b-6d4f-4955-b09e-dc1ef1757e60,7fb4a13b-6d4f-4955-b09e-dc1ef1757e60
1985651c-f63f-4bd0-9ebf-888f46376c66,25/06/2016 22:05,25/06/2016 22:22,2,-74.00141144,40.76143265,-73.92462921,40.86402893,1003,f85328c4-46a4-8e65-53c1-e54fc6d733a2,,Journey,30/09/2018,,,FALSE,7fb4a13b-6d4f-4955-b09e-dc1ef1757e60,7fb4a13b-6d4f-4955-b09e-dc1ef1757e60
1985651c-f63f-4bd0-9ebf-888f46376c66,18/03/2016 20:56,18/03/2016 20:59,1,-74.00298309,40.72331238,-74.0015564,40.72882462,215,55c69e7b-99bd-5d47-9001-a20b518a0ef4,,Journey,30/09/2018,,,FALSE,7fb4a13b-6d4f-4955-b09e-dc1ef1757e60,7fb4a13b-6d4f-4955-b09e-dc1ef1757e60
7fb4a13b-6d4f-4955-b09e-dc1ef1757e60,03/02/2016 16:22,03/02/2016 16:37,5,-73.97833252,40.75407028,-73.95973206,40.77275848,870,23a53655-65f1-3622-8fa6-8a5423d27b54,,Journey,30/09/2018,,,FALSE,7fb4a13b-6d4f-4955-b09e-dc1ef1757e60,7fb4a13b-6d4f-4955-b09e-dc1ef1757e60
7fb4a13b-6d4f-4955-b09e-dc1ef1757e60,07/06/2016 22:32,07/06/2016 22:46,1,-73.86338043,40.76988983,-73.83712769,40.72135925,814,cf322a5d-6e40-5756-3237-bd96c4192925,,Journey,30/09/2018,,,FALSE,7fb4a13b-6d4f-4955-b09e-dc1ef1757e60,7fb4a13b-6d4f-4955-b09e-dc1ef1757e60
7fb4a13b-6d4f-4955-b09e-dc1ef1757e60,16/03/2016 20:13,16/03/2016 20:23,1,-73.99725342,40.71796036,-73.99925232,40.73001862,637,a2c5c37b-9630-9079-0a33-912f0e702df6,,Journey,30/09/2018,,,FALSE,7fb4a13b-6d4f-4955-b09e-dc1ef1757e60,7fb4a13b-6d4f-4955-b09e-dc1ef1757e60
7fb4a13b-6d4f-4955-b09e-dc1ef1757e60,20/02/2016 21:58,20/02/2016 21:59,1,-73.95839691,40.77262878,-73.95513153,40.7742424,57,750a4f61-17cb-a2fe-09df-be2af17e7436,,Journey,30/09/2018,,,FALSE,7fb4a13b-6d4f-4955-b09e-dc1ef1757e60,7fb4a13b-6d4f-4955-b09e-dc1ef1757e60
7fb4a13b-6d4f-4955-b09e-dc1ef1757e60,20/02/2016 18:57,20/02/2016 19:07,2,-73.99120331,40.74955368,-73.97919464,40.74630737,589,7cece05f-5cf5-295c-580b-035e5626293b,,Journey,30/09/2018,,,FALSE,7fb4a13b-6d4f-4955-b09e-dc1ef1757e60,7fb4a13b-6d4f-4955-b09e-dc1ef1757e60
